text,processed_text,vader_neg,vader_neu,vader_pos,compound,roberta_neg,roberta_neu,roberta_pos,label
i am letting go of that which does not serve me by bringing my focus to my moment of now feeling my repressed feelings and surrendering these toxic energies to the universe,"['letting', 'go', 'serve', 'bringing', 'focus', 'moment', 'feeling', 'repressed', 'feeling', 'surrendering', 'toxic', 'energy', 'universe']",0.068,0.831,0.101,0.0258,0.7252123,0.25979564,0.014992121,Sadness
i am feeling defeated without enough foot traffic it is so hard to get a diamond,"['feeling', 'defeated', 'without', 'enough', 'foot', 'traffic', 'hard', 'get', 'diamond']",0.263,0.53,0.207,-0.2654,0.91704255,0.07398259,0.008974794,Sadness
i found out the hard way that flu medicine and alcohol do not mix gt ended up feeling very groggy even though i wasnt high and then started to develop a headache not long after,"['found', 'hard', 'way', 'flu', 'medicine', 'alcohol', 'mix', 'gt', 'ended', 'feeling', 'groggy', 'even', 'though', 'wasnt', 'high', 'started', 'develop', 'headache', 'long']",0.165,0.793,0.042,-0.5129,0.8700769,0.119929574,0.0099934945,Sadness
i was feeling a little depressed considering my sleep schedule was very much off track,"['feeling', 'little', 'depressed', 'considering', 'sleep', 'schedule', 'much', 'track']",0.194,0.709,0.097,-0.3626,0.83289444,0.1572337,0.009871887,Sadness
i love spending time with him though sometimes i feel like i should give him a break from me as if spending time with me is gutwrenchingly boring,"['love', 'spending', 'time', 'though', 'sometimes', 'feel', 'like', 'give', 'break', 'spending', 'time', 'gutwrenchingly', 'boring']",0.077,0.7,0.223,0.6597,0.11965429,0.22146654,0.65887916,Sadness
ive been feeling pretty useless by not contributing,"['ive', 'feeling', 'pretty', 'useless', 'contributing']",0.224,0.4,0.376,0.2263,0.87594754,0.11449361,0.009558835,Sadness
i feel disheartened right after,"['feel', 'disheartened', 'right']",0.516,0.484,0.0,-0.4939,0.86861753,0.12165745,0.009724956,Sadness
i feel this is an unfortunate fact,"['feel', 'unfortunate', 'fact']",0.375,0.625,0.0,-0.4588,0.8234577,0.16740797,0.009134367,Sadness
i feel terrible about how the whole experience was executed,"['feel', 'terrible', 'whole', 'experience', 'executed']",0.279,0.721,0.0,-0.4767,0.9399993,0.053767975,0.006232701,Sadness
i always admit i put love in a very important position i just feel so useless to be a good person but just cannot win a girl hearts what for people keep praising me that i am good,"['always', 'admit', 'put', 'love', 'important', 'position', 'feel', 'useless', 'good', 'person', 'cannot', 'win', 'girl', 'heart', 'people', 'keep', 'praising', 'good']",0.141,0.505,0.354,0.8262,0.45673823,0.30052656,0.24273519,Sadness
i feel empty right now but i have this weird feeling that i am floating and i cant feel my feet,"['feel', 'empty', 'right', 'weird', 'feeling', 'floating', 'cant', 'feel', 'foot']",0.191,0.719,0.09,-0.2412,0.843231,0.14643076,0.010338277,Sadness
i would love to ask one of them to check the bus i left it on just in case it may be there but i have a feeling i would get a very unpleasant response,"['would', 'love', 'ask', 'one', 'check', 'bus', 'left', 'case', 'may', 'feeling', 'would', 'get', 'unpleasant', 'response']",0.131,0.744,0.125,-0.3048,0.83539563,0.15543096,0.009173368,Sadness
im here to help stomp that social norm deep into the ground particularly midwestern people who feel like they are supposed to be boring,"['im', 'help', 'stomp', 'social', 'norm', 'deep', 'ground', 'particularly', 'midwestern', 'people', 'feel', 'like', 'supposed', 'boring']",0.081,0.737,0.182,0.4404,0.7498023,0.23054211,0.01965561,Sadness
i begin to feel unpleasant about anime fandom in general,"['begin', 'feel', 'unpleasant', 'anime', 'fandom', 'general']",0.279,0.721,0.0,-0.4767,0.896599,0.095621735,0.00777926,Sadness
i intensely dislike poetry novels and i hate the feeling that i know something terrible will happen while the kids run around optimistically,"['intensely', 'dislike', 'poetry', 'novel', 'hate', 'feeling', 'know', 'something', 'terrible', 'happen', 'kid', 'run', 'around', 'optimistically']",0.331,0.512,0.157,-0.7264,0.9515295,0.042133808,0.006336666,Sadness
i feel so terrible miserable now,"['feel', 'terrible', 'miserable']",0.696,0.304,0.0,-0.7828,0.93441325,0.052457776,0.013128957,Sadness
i feel he has ignored recent continuity as established by j,"['feel', 'ignored', 'recent', 'continuity', 'established', 'j']",0.223,0.777,0.0,-0.3182,0.3519187,0.63190985,0.016171407,Sadness
i feel a bit guilty after telling him that,"['feel', 'bit', 'guilty', 'telling']",0.318,0.682,0.0,-0.4215,0.807389,0.18445419,0.008156794,Sadness
i cant take care of the girls and feel pretty useless,"['cant', 'take', 'care', 'girl', 'feel', 'pretty', 'useless']",0.347,0.448,0.205,-0.3022,0.92495453,0.06918567,0.0058598216,Sadness
i feel disturbed by the fact that a schoolgirls modesty has been outraged i want to read about the factors behind this outrageous act,"['feel', 'disturbed', 'fact', 'schoolgirl', 'modesty', 'outraged', 'want', 'read', 'factor', 'behind', 'outrageous', 'act']",0.344,0.609,0.047,-0.8519,0.9295051,0.065216854,0.0052780486,Sadness
i could feel the catheter and it hurt,"['could', 'feel', 'catheter', 'hurt']",0.362,0.638,0.0,-0.5267,0.8875317,0.1010604,0.011407881,Sadness
i know how they feel about it all and they talk like the ppl above them on the ladder are so vain amp shallow amp bla bla bla,"['know', 'feel', 'talk', 'like', 'ppl', 'ladder', 'vain', 'amp', 'shallow', 'amp', 'bla', 'bla', 'bla']",0.116,0.803,0.08,-0.2769,0.8957521,0.09753587,0.006712069,Sadness
i exclaimed i know you do not intend it but you make me feel unwelcome,"['exclaimed', 'know', 'intend', 'make', 'feel', 'unwelcome']",0.228,0.772,0.0,-0.5499,0.8021064,0.18784024,0.010053411,Sadness
i forgive myself that ive accepted and allowed myself to smoke to give myself permission to be somewhere for example when waiting a bus i would feel awkward to just stand there unless i had a smoke,"['forgive', 'ive', 'accepted', 'allowed', 'smoke', 'give', 'permission', 'somewhere', 'example', 'waiting', 'bus', 'would', 'feel', 'awkward', 'stand', 'unless', 'smoke']",0.046,0.833,0.121,0.3818,0.10137235,0.6191373,0.27949038,Sadness
i cherish my empathetic ability for the perspective it gives me yet i feel burdened by a sense of duty to take on the problems of the world,"['cherish', 'empathetic', 'ability', 'perspective', 'give', 'yet', 'feel', 'burdened', 'sense', 'duty', 'take', 'problem', 'world']",0.164,0.606,0.23,0.296,0.48627862,0.38494223,0.1287791,Sadness
i often have very detailed and vivid dreams that play out like a long weird film often leaving me feeling quite exhausted when i wake up,"['often', 'detailed', 'vivid', 'dream', 'play', 'like', 'long', 'weird', 'film', 'often', 'leaving', 'feeling', 'quite', 'exhausted', 'wake']",0.147,0.556,0.297,0.5584,0.7436849,0.23825082,0.018064253,Sadness
i feel messy oh so messy my head feels messy my feet feel messy,"['feel', 'messy', 'oh', 'messy', 'head', 'feel', 'messy', 'foot', 'feel', 'messy']",0.526,0.474,0.0,-0.8402,0.8865069,0.104265936,0.009227074,Sadness
i feel like im a dirty person now to everyone else even though know one knows i still feel just sick inside,"['feel', 'like', 'im', 'dirty', 'person', 'everyone', 'else', 'even', 'though', 'know', 'one', 'know', 'still', 'feel', 'sick', 'inside']",0.251,0.648,0.101,-0.5719,0.92713016,0.0680675,0.0048023155,Sadness
i dont know why very very very happy although i feel disillusioned with everything but i cant stop smiling weird,"['dont', 'know', 'happy', 'although', 'feel', 'disillusioned', 'everything', 'cant', 'stop', 'smiling', 'weird']",0.215,0.499,0.286,0.1795,0.084895395,0.16436212,0.75074255,Sadness
i realize that at this point i feel sad for the direction my future is going financially,"['realize', 'point', 'feel', 'sad', 'direction', 'future', 'going', 'financially']",0.181,0.819,0.0,-0.4767,0.91188264,0.08168358,0.006433848,Sadness
i know she will keep me sane and make me smile when i m feeling homesick,"['know', 'keep', 'sane', 'make', 'smile', 'feeling', 'homesick']",0.108,0.637,0.255,0.3182,0.06690586,0.19089457,0.74219954,Sadness
i was feeling pretty low about my job hunt,"['feeling', 'pretty', 'low', 'job', 'hunt']",0.178,0.424,0.398,0.3818,0.76229507,0.22419204,0.013512917,Sadness
i feel i have been beaten down,"['feel', 'beaten']",0.412,0.588,0.0,-0.4215,0.85833603,0.12710868,0.01455534,Sadness
i went back to it because i was feeling so intensely crappy,"['went', 'back', 'feeling', 'intensely', 'crappy']",0.305,0.585,0.11,-0.5678,0.87960285,0.10768915,0.012707987,Sadness
i have even learnt to allow myself to cry when i feel hurt,"['even', 'learnt', 'allow', 'cry', 'feel', 'hurt']",0.396,0.488,0.116,-0.6808,0.5166865,0.4047969,0.078516595,Sadness
im still feeling pretty rotten,"['im', 'still', 'feeling', 'pretty', 'rotten']",0.33,0.2,0.47,0.1027,0.8597772,0.12516512,0.0150577165,Sadness
i went back to my bunk and i sat there feeling really really disappointed,"['went', 'back', 'bunk', 'sat', 'feeling', 'really', 'really', 'disappointed']",0.242,0.659,0.099,-0.489,0.93067694,0.06397133,0.005351764,Sadness
i certainly wouldnt have after feeling that crappy so im proud of him,"['certainly', 'wouldnt', 'feeling', 'crappy', 'im', 'proud']",0.265,0.427,0.308,0.2043,0.22828479,0.26349786,0.50821733,Sadness
i feel at the moment disillusioned and bored with the over processed popularity contest that flickr seems to have turned into,"['feel', 'moment', 'disillusioned', 'bored', 'processed', 'popularity', 'contest', 'flickr', 'seems', 'turned']",0.199,0.677,0.124,-0.2263,0.90612096,0.08645776,0.0074212956,Sadness
i mean i know movies are entertainment and entertainment are investment for a great time and slight of happiness but im not happy if i feel useless,"['mean', 'know', 'movie', 'entertainment', 'entertainment', 'investment', 'great', 'time', 'slight', 'happiness', 'im', 'happy', 'feel', 'useless']",0.231,0.51,0.259,-0.261,0.42733777,0.33687302,0.23578925,Sadness
i have completely changed my to the core feelings about food and have beaten my sugar addiction,"['completely', 'changed', 'core', 'feeling', 'food', 'beaten', 'sugar', 'addiction']",0.157,0.843,0.0,-0.4215,0.02861363,0.268127,0.7032594,Sadness
i can t help feeling useless as i am unable to help around much here,"['help', 'feeling', 'useless', 'unable', 'help', 'around', 'much']",0.158,0.452,0.39,0.4767,0.92861086,0.06558559,0.0058034994,Sadness
i always feel unwelcome,"['always', 'feel', 'unwelcome']",0.574,0.426,0.0,-0.4019,0.8250088,0.15802158,0.016969558,Sadness
i feel sorry for my child that i am so distant its not fair to her but i dont really care about myself because there is no hope for me even with all the consuling and drugs,"['feel', 'sorry', 'child', 'distant', 'fair', 'dont', 'really', 'care', 'hope', 'even', 'consuling', 'drug']",0.219,0.69,0.092,-0.5185,0.9498157,0.04596733,0.0042169606,Sadness
i feel mournful i just automatically act that way when i m around ppl simply because i don t feel mournful around ppl,"['feel', 'mournful', 'automatically', 'act', 'way', 'around', 'ppl', 'simply', 'feel', 'mournful', 'around', 'ppl']",0.257,0.743,0.0,-0.6369,0.74175656,0.24538532,0.012858088,Sadness
i feel devastated for the grandparents and family that have lost so very very much,"['feel', 'devastated', 'grandparent', 'family', 'lost', 'much']",0.344,0.656,0.0,-0.743,0.90790683,0.081870876,0.010222279,Sadness
i feel like im doomed to fail before i even try,"['feel', 'like', 'im', 'doomed', 'fail', 'even', 'try']",0.475,0.37,0.154,-0.7351,0.8716594,0.109624155,0.018716462,Sadness
i realized niggling the back of my mind i was feeling rejected because the last two times we spoke i had initiated it,"['realized', 'niggling', 'back', 'mind', 'feeling', 'rejected', 'last', 'two', 'time', 'spoke', 'initiated']",0.145,0.789,0.066,-0.4215,0.5574919,0.42991492,0.012593147,Sadness
im feeling so god damn lame saying this its probably because im high off of the fresh snow but im so happy that jigsaw ended up watching sweeney todd,"['im', 'feeling', 'god', 'damn', 'lame', 'saying', 'probably', 'im', 'high', 'fresh', 'snow', 'im', 'happy', 'jigsaw', 'ended', 'watching', 'sweeney', 'todd']",0.105,0.599,0.296,0.8106,0.22236106,0.18998317,0.5876558,Sadness
i honestly feel exhausted after reading this,"['honestly', 'feel', 'exhausted', 'reading']",0.263,0.421,0.316,0.128,0.88595265,0.09846304,0.01558424,Sadness
i couldnt help but feel dirty,"['couldnt', 'help', 'feel', 'dirty']",0.646,0.354,0.0,-0.6683,0.87856066,0.11320811,0.008231273,Sadness
i feel horrible whenever i stop to take a break because i m in europe,"['feel', 'horrible', 'whenever', 'stop', 'take', 'break', 'europe']",0.416,0.584,0.0,-0.6908,0.8879038,0.09768556,0.014410673,Sadness
i got to have a little bit of a treat without making myself feel crappy and bonus jaymz and daniel were able to share in the joy of having an ice cream treat that night too without any one of us totally overloading on sugar,"['got', 'little', 'bit', 'treat', 'without', 'making', 'feel', 'crappy', 'bonus', 'jaymz', 'daniel', 'able', 'share', 'joy', 'ice', 'cream', 'treat', 'night', 'without', 'one', 'u', 'totally', 'overloading', 'sugar']",0.067,0.667,0.266,0.8681,0.031161167,0.21775332,0.7510855,Sadness
i started to feel that she was being rejected,"['started', 'feel', 'rejected']",0.32,0.68,0.0,-0.5106,0.6903026,0.29833886,0.011358464,Sadness
i could do for myself right now even if it means feeling a bit foolish because i told so many people i was doing it,"['could', 'right', 'even', 'mean', 'feeling', 'bit', 'foolish', 'told', 'many', 'people']",0.093,0.841,0.066,-0.1531,0.25106797,0.4709349,0.2779971,Sadness
i sometimes feel so alone in this,"['sometimes', 'feel', 'alone']",0.344,0.656,0.0,-0.3851,0.84541917,0.14318186,0.011398989,Sadness
i guess i opened a door that maybe i shouldn t have opened or maybe i feel shitty because i needed to open it and see what was in there,"['guess', 'opened', 'door', 'maybe', 'opened', 'maybe', 'feel', 'shitty', 'needed', 'open', 'see']",0.141,0.859,0.0,-0.5574,0.7976908,0.19189046,0.010418772,Sadness
i feel ungrateful for thinking that all these wonderful things in my life are worth squat,"['feel', 'ungrateful', 'thinking', 'wonderful', 'thing', 'life', 'worth', 'squat']",0.146,0.583,0.272,0.3818,0.76880014,0.15396261,0.07723727,Sadness
i feel rejected i always go back to if i were only beautiful then i d have it all,"['feel', 'rejected', 'always', 'go', 'back', 'beautiful']",0.172,0.625,0.203,0.1531,0.83512,0.14754157,0.017338406,Sadness
i had to keep running had to keep trying even though i was feeling beaten and battered by staying on that wheel,"['keep', 'running', 'keep', 'trying', 'even', 'though', 'feeling', 'beaten', 'battered', 'staying', 'wheel']",0.126,0.807,0.067,-0.3182,0.50590074,0.40840265,0.085696585,Sadness
im feeling homesick for somewhere and ive got the wanderlust,"['im', 'feeling', 'homesick', 'somewhere', 'ive', 'got', 'wanderlust']",0.152,0.714,0.134,-0.0516,0.762872,0.2196566,0.017471349,Sadness
i had to take her home so she was really upset because shes sick and tired of all the crap we get and feeling so hated,"['take', 'home', 'really', 'upset', 'shes', 'sick', 'tired', 'crap', 'get', 'feeling', 'hated']",0.454,0.506,0.04,-0.9482,0.9382975,0.056519717,0.005182695,Sadness
i think im feeling sentimental because of fall,"['think', 'im', 'feeling', 'sentimental', 'fall']",0.0,0.568,0.432,0.4215,0.27863306,0.5712891,0.15007785,Sadness
i can already feel how incredibly unimportant i am in your life,"['already', 'feel', 'incredibly', 'unimportant', 'life']",0.224,0.776,0.0,-0.3804,0.89932346,0.09269382,0.0079826685,Sadness
i feel but with the two performances anchoring the film little of amour seemed potently tragic to me,"['feel', 'two', 'performance', 'anchoring', 'film', 'little', 'amour', 'seemed', 'potently', 'tragic']",0.2,0.8,0.0,-0.6124,0.84148866,0.15145296,0.0070583653,Sadness
when one is alone and knows that all the others are celebrating,"['one', 'alone', 'know', 'others', 'celebrating']",0.127,0.637,0.236,0.4019,0.08449396,0.6910225,0.2244835,Sadness
i am very sensitive and my feelings get hurt easily and unfortunately it is usually my husband who hurts me the most,"['sensitive', 'feeling', 'get', 'hurt', 'easily', 'unfortunately', 'usually', 'husband', 'hurt']",0.314,0.601,0.085,-0.7579,0.9258673,0.0682948,0.0058379523,Sadness
i have been feeling more than dismayed some days im not sure of the accurate word to describe it other than how its stated in the above verse,"['feeling', 'dismayed', 'day', 'im', 'sure', 'accurate', 'word', 'describe', 'stated', 'verse']",0.168,0.783,0.049,-0.5633,0.8906061,0.10260322,0.006790701,Sadness
i feel resigned to spinsterhood,"['feel', 'resigned', 'spinsterhood']",0.4,0.6,0.0,-0.25,0.80656993,0.1740717,0.019358356,Sadness
i will admit to feeling a bit lost and defeated,"['admit', 'feeling', 'bit', 'lost', 'defeated']",0.425,0.315,0.26,-0.4767,0.7950195,0.18810901,0.016871411,Sadness
i realise that there could be plenty worse things happening but on the other hand i feel like its just taking over and that im not getting any results that im doomed to have this assignment in the back of my mind for all eternity,"['realise', 'could', 'plenty', 'worse', 'thing', 'happening', 'hand', 'feel', 'like', 'taking', 'im', 'getting', 'result', 'im', 'doomed', 'assignment', 'back', 'mind', 'eternity']",0.144,0.717,0.139,-0.0772,0.92424524,0.07062636,0.0051284167,Sadness
i was a bit ashamed of myself for feeling so sorrowful but was grateful the feelings were now diminished,"['bit', 'ashamed', 'feeling', 'sorrowful', 'grateful', 'feeling', 'diminished']",0.202,0.569,0.23,0.1635,0.7584923,0.19969258,0.041815102,Sadness
i feel sad to say i was a little disappointed by what i found inside,"['feel', 'sad', 'say', 'little', 'disappointed', 'found', 'inside']",0.396,0.604,0.0,-0.7102,0.90809155,0.08461613,0.0072923056,Sadness
i feel beaten and it is only the truth that hurts,"['feel', 'beaten', 'truth', 'hurt']",0.388,0.461,0.151,-0.5574,0.9090968,0.083660305,0.007242831,Sadness
i noticed that i was feeling very stressed and anxious and i just couldnt quite put my finger on why,"['noticed', 'feeling', 'stressed', 'anxious', 'couldnt', 'quite', 'put', 'finger']",0.242,0.684,0.073,-0.5356,0.7981577,0.19195981,0.009882557,Sadness
i was on the av team i would feel really ashamed,"['av', 'team', 'would', 'feel', 'really', 'ashamed']",0.298,0.702,0.0,-0.5256,0.9327293,0.060620673,0.0066500506,Sadness
i should be completely used to this but since i am starting no contact over again i feel defeated,"['completely', 'used', 'since', 'starting', 'contact', 'feel', 'defeated']",0.332,0.668,0.0,-0.7876,0.82934344,0.15901576,0.011640779,Sadness
i love music that makes me feel devastated,"['love', 'music', 'make', 'feel', 'devastated']",0.303,0.379,0.318,0.0516,0.4174171,0.18785988,0.39472306,Sadness
i just feel like a dumb dumb haha,"['feel', 'like', 'dumb', 'dumb', 'haha']",0.468,0.142,0.39,-0.2732,0.86729497,0.11292417,0.019780803,Sadness
i feel alone even though i am surrounded by my friends,"['feel', 'alone', 'even', 'though', 'surrounded', 'friend']",0.165,0.579,0.256,0.2732,0.69761574,0.27583814,0.026546165,Sadness
i dont know now i feel like im getting punished for something and i dont know what,"['dont', 'know', 'feel', 'like', 'im', 'getting', 'punished', 'something', 'dont', 'know']",0.171,0.686,0.143,-0.128,0.8557993,0.13826165,0.005938999,Sadness
ill use my friends and people who know me to do as i tell them to make that person feel so unwelcome that they go away,"['ill', 'use', 'friend', 'people', 'know', 'tell', 'make', 'person', 'feel', 'unwelcome', 'go', 'away']",0.2,0.701,0.099,-0.4924,0.5970518,0.37525585,0.027692378,Sadness
i wanted to shine the light of reason on this episode which kept getting clouded in a fog of self righteousness and a feeling of having been victimized,"['wanted', 'shine', 'light', 'reason', 'episode', 'kept', 'getting', 'clouded', 'fog', 'self', 'righteousness', 'feeling', 'victimized']",0.145,0.8,0.055,-0.3612,0.8863179,0.10757745,0.0061047054,Sadness
ive been feeling depressed as of late,"['ive', 'feeling', 'depressed', 'late']",0.337,0.51,0.153,-0.4215,0.84083694,0.1479719,0.011191209,Sadness
i walked about miles intended to walk further but sleeping and then feeling groggy got in the way this morning went on the versaclimber and did pretty well for a pre breakfast workout but then the carbs starting kicking my ass as i desperately looked for some energy to get through till lunchtime,"['walked', 'mile', 'intended', 'walk', 'sleeping', 'feeling', 'groggy', 'got', 'way', 'morning', 'went', 'versaclimber', 'pretty', 'well', 'pre', 'breakfast', 'workout', 'carbs', 'starting', 'kicking', 'as', 'desperately', 'looked', 'energy', 'get', 'till', 'lunchtime']",0.128,0.693,0.179,0.296,0.25762564,0.520443,0.22193131,Sadness
i feel so pathetic because i must be the only one between the both of us who still want everything back the way it was before or the only one who needs the other lol,"['feel', 'pathetic', 'must', 'one', 'u', 'still', 'want', 'everything', 'back', 'way', 'one', 'need', 'lol']",0.105,0.788,0.108,-0.2247,0.8504288,0.13542466,0.014146529,Sadness
i feel terrible and the juice on top of all that makes me feel so sick,"['feel', 'terrible', 'juice', 'top', 'make', 'feel', 'sick']",0.347,0.568,0.085,-0.7609,0.9444622,0.04747987,0.0080579305,Sadness
i feel completely exhausted at the end of the week but that is probably more to do with starting the week on an energy deficit based on poor decisions,"['feel', 'completely', 'exhausted', 'end', 'week', 'probably', 'starting', 'week', 'energy', 'deficit', 'based', 'poor', 'decision']",0.265,0.662,0.073,-0.7874,0.8526879,0.13665737,0.010654655,Sadness
i feel damaged for having not been touched in so long,"['feel', 'damaged', 'touched', 'long']",0.244,0.756,0.0,-0.4404,0.8364799,0.13952053,0.023999617,Sadness
i hope that you now that you are no longer away at college will always feel a little homesick,"['hope', 'longer', 'away', 'college', 'always', 'feel', 'little', 'homesick']",0.176,0.683,0.141,0.0754,0.6010696,0.337303,0.061627377,Sadness
i feel so dirty and gross once i know about this,"['feel', 'dirty', 'gross', 'know']",0.484,0.516,0.0,-0.762,0.9331795,0.060802855,0.006017634,Sadness
i feel worthless am i only worth crap,"['feel', 'worthless', 'worth', 'crap']",0.529,0.288,0.183,-0.5574,0.9270284,0.06259904,0.010372466,Sadness
i want to learn how to graciously back down from an argument and not feel like i m defective in some way,"['want', 'learn', 'graciously', 'back', 'argument', 'feel', 'like', 'defective', 'way']",0.18,0.547,0.274,0.3391,0.43024716,0.49140117,0.0783517,Sadness
i was still carrying those festive pounds and feeling rather lethargic bloated and dare i say it pretty unattractive,"['still', 'carrying', 'festive', 'pound', 'feeling', 'rather', 'lethargic', 'bloated', 'dare', 'say', 'pretty', 'unattractive']",0.206,0.484,0.31,0.3818,0.889696,0.10123085,0.0090730805,Sadness
i feel like my house has still been messy and cluttered from when i was sick,"['feel', 'like', 'house', 'still', 'messy', 'cluttered', 'sick']",0.301,0.57,0.13,-0.5106,0.88476086,0.10781192,0.007427179,Sadness
i ditched my friends this morning on our long run due to heavy legs and a fear of getting out there and feeling miserable and slow,"['ditched', 'friend', 'morning', 'long', 'run', 'due', 'heavy', 'leg', 'fear', 'getting', 'feeling', 'miserable', 'slow']",0.206,0.645,0.148,-0.4215,0.91278595,0.08103779,0.006176189,Sadness
i feel hated by everybody,"['feel', 'hated', 'everybody']",0.583,0.417,0.0,-0.6369,0.9008175,0.08604489,0.013137589,Sadness
i needed him and it killed me inside to feel so useless,"['needed', 'killed', 'inside', 'feel', 'useless']",0.474,0.526,0.0,-0.8449,0.91897845,0.07114055,0.009881057,Sadness
i feel anger at being laughed at by a moronic politician who simply doesn t get it he doesn t understand what it is the americans demand of him as the chimp,"['feel', 'anger', 'laughed', 'moronic', 'politician', 'simply', 'get', 'understand', 'american', 'demand', 'chimp']",0.248,0.669,0.084,-0.7096,0.94926935,0.0454247,0.005305916,Sadness
i don t like when my friends feel pitty for me and i feel like i am burdening them with these stupid little issues,"['like', 'friend', 'feel', 'pitty', 'feel', 'like', 'burdening', 'stupid', 'little', 'issue']",0.201,0.519,0.28,0.3182,0.9372385,0.058111686,0.004649769,Sadness
i also want to say that even though i m leaving i don t feel like coming here was in vain,"['also', 'want', 'say', 'even', 'though', 'leaving', 'feel', 'like', 'coming', 'vain']",0.143,0.663,0.194,-0.0,0.28720355,0.59225464,0.12054185,Sadness
i just feel he was another dumb character that deserved to get killed,"['feel', 'another', 'dumb', 'character', 'deserved', 'get', 'killed']",0.438,0.562,0.0,-0.8316,0.9214438,0.073091805,0.005464382,Sadness
i need to feel numbed and pained by something other than this,"['need', 'feel', 'numbed', 'pained', 'something']",0.343,0.657,0.0,-0.5719,0.8292483,0.15594524,0.01480644,Sadness
i feel like i try to look at it like it would be ungrateful of me to feel like it was unfair or like i deserved ya know,"['feel', 'like', 'try', 'look', 'like', 'would', 'ungrateful', 'feel', 'like', 'unfair', 'like', 'deserved', 'ya', 'know']",0.174,0.541,0.285,0.4404,0.5625926,0.4050672,0.032340188,Sadness
i was in school i remember feeling very heartbroken that i was alone in my love of fantasy,"['school', 'remember', 'feeling', 'heartbroken', 'alone', 'love', 'fantasy']",0.283,0.472,0.245,-0.2247,0.8172389,0.16312596,0.019635078,Sadness
i feel pretty crappy,"['feel', 'pretty', 'crappy']",0.462,0.128,0.41,-0.1027,0.8478269,0.12675788,0.02541519,Sadness
i cant help feeling regretful,"['cant', 'help', 'feeling', 'regretful']",0.516,0.142,0.342,-0.0572,0.854282,0.13308117,0.012636817,Sadness
i dont have an artistic bone in my body and i feel woefully inadequate in trying to present the seed of truth in a husk that they can understand,"['dont', 'artistic', 'bone', 'body', 'feel', 'woefully', 'inadequate', 'trying', 'present', 'seed', 'truth', 'husk', 'understand']",0.176,0.749,0.075,-0.4767,0.899211,0.09044609,0.010342947,Sadness
i have prayed that the lord will break my heart for what breaks his and i feel heartbroken over many things that i see daily around me,"['prayed', 'lord', 'break', 'heart', 'break', 'feel', 'heartbroken', 'many', 'thing', 'see', 'daily', 'around']",0.158,0.842,0.0,-0.6486,0.78703856,0.17567927,0.03728218,Sadness
i usually try to keep this blog from becoming politicized but this is an anniversary that i feel cannot and must not be ignored,"['usually', 'try', 'keep', 'blog', 'becoming', 'politicized', 'anniversary', 'feel', 'cannot', 'must', 'ignored']",0.0,0.896,0.104,0.3491,0.52461046,0.425028,0.050361603,Sadness
im feeling exhausted of all the homework,"['im', 'feeling', 'exhausted', 'homework']",0.278,0.556,0.167,-0.25,0.760427,0.20563833,0.03393459,Sadness
i feel like im helping people that are going through a tragic time in their lives,"['feel', 'like', 'im', 'helping', 'people', 'going', 'tragic', 'time', 'life']",0.16,0.588,0.251,0.1779,0.35885125,0.45015743,0.1909913,Sadness
i was feeling like porridge and everything just seemed dull hence the post,"['feeling', 'like', 'porridge', 'everything', 'seemed', 'dull', 'hence', 'post']",0.172,0.573,0.255,0.0772,0.85128313,0.13803369,0.010683175,Sadness
i needa be cocky and think im all that again otherwise i will feel shitty the whole day i need make sure i no im only doing this to counter my downing,"['needa', 'cocky', 'think', 'im', 'otherwise', 'feel', 'shitty', 'whole', 'day', 'need', 'make', 'sure', 'im', 'counter', 'downing']",0.217,0.714,0.068,-0.6124,0.7662976,0.20221563,0.031486794,Sadness
i always try not to be because i hate the way it makes me feel when im being pathetic and i usually have no control over my response no matter how much i try to give myself a good talking to,"['always', 'try', 'hate', 'way', 'make', 'feel', 'im', 'pathetic', 'usually', 'control', 'response', 'matter', 'much', 'try', 'give', 'good', 'talking']",0.258,0.655,0.087,-0.8316,0.8998812,0.0899111,0.010207711,Sadness
i feel like they are after thoughts and unimportant things just polite bits of communication to remind me he s still there and i still don t have him,"['feel', 'like', 'thought', 'unimportant', 'thing', 'polite', 'bit', 'communication', 'remind', 'still', 'still']",0.083,0.827,0.09,0.0516,0.6720242,0.30497146,0.023004344,Sadness
i feel everyday is miserable,"['feel', 'everyday', 'miserable']",0.516,0.484,0.0,-0.4939,0.9086696,0.07679965,0.014530777,Sadness
i spent a week feeling needy and desperate and now once the issue at hand is far larger than a little bit of heartbreak the only trouble i have is deciding whither or not to tell him,"['spent', 'week', 'feeling', 'needy', 'desperate', 'issue', 'hand', 'far', 'larger', 'little', 'bit', 'heartbreak', 'trouble', 'deciding', 'whither', 'tell']",0.255,0.635,0.11,-0.73,0.81940883,0.16585071,0.014740429,Sadness
im feeling troubled and low lifting my spirits out of the dirt,"['im', 'feeling', 'troubled', 'low', 'lifting', 'spirit', 'dirt']",0.441,0.471,0.088,-0.7184,0.5966529,0.36520565,0.038141385,Sadness
i want to make this shift in such a way that the kids don t notice too much or feel deprived and yet know enough to graciously turn down food that s not included in this adventure,"['want', 'make', 'shift', 'way', 'kid', 'notice', 'much', 'feel', 'deprived', 'yet', 'know', 'enough', 'graciously', 'turn', 'food', 'included', 'adventure']",0.079,0.737,0.184,0.481,0.19181949,0.5621768,0.24600366,Sadness
